X_0	X_1	G_0	I_0
0.9258269671127398	8.745135612396036	1.1745861941675422	0.0
0.8906568455619648	7.5366107416163395	1.2950269378006194	0.0
0.9087780869821944	11.095201340489739	-1.7134578936091494	1.0
0.7938099828567824	9.187732799250506	-2.9351466860535984	1.0
1.1387370235175798	10.760365598057772	7.697451408824348	0.0
1.0091569390777038	8.67452215939319	4.172017011081779	0.0
1.0502968083342228	9.010095839373484	5.472491299269379	0.0
1.1685496841483622	10.20395171429296	9.74185288360536	0.0
0.9180069603129363	9.278291840184828	0.39218602233638755	0.0
1.030644411709919	10.959876782560762	2.724863874815462	0.0
1.0158341597772003	11.478986763292653	1.6242458758253644	0.0
1.071114500085151	8.227645853571861	7.133291171444538	0.0
1.0229846641034983	12.59430339355053	0.7875843482057654	0.0
1.0374273628043147	10.162213250204648	3.794498492325566	0.0
0.9741382217011324	9.984268249020985	1.5707800342262477	0.0
0.9343671884144461	11.647607140098474	-1.450834154034622	1.0
0.8348084459388391	10.423164081923964	-3.150885356074549	1.0
0.9474850433953151	8.902878553464479	1.7294185134712734	0.0
1.062369584073822	9.382766771282686	5.6049990133960215	0.0
1.3854117753340356	10.084978719351309	23.15392081574304	0.0
1.096909619511726	9.724347729929566	6.773319842610334	0.0
0.8468801238455249	10.263688097249336	-2.671344862038424	1.0
1.0551606862286045	10.707843616259424	3.97688138490844	0.0
1.1457797942611136	9.769101262676553	9.033307531565686	0.0
0.982662213785371	10.505336629661928	1.3557036969670762	0.0
0.9528335156414096	9.096577186582376	1.7167934191665566	0.0
0.9642173749364744	10.63886583202695	0.5667278884675131	0.0
0.9881867100718683	11.314217858628151	0.7479964299050952	0.0
1.089095785744848	9.815261344773331	6.332348429654841	0.0
0.8741359577043275	10.859805782553043	-2.5105653206665703	1.0
0.994349081749868	10.590357353712385	1.698928439171807	0.0
1.0782139574364789	9.561686784764957	6.106720835184907	0.0
0.9790929734532443	8.438647933480349	3.2936157302311457	0.0
1.1080683405825016	11.190086485085944	5.816206331707486	0.0
1.0029224933196084	9.888049859400827	2.721864238366102	0.0
1.0395381472349328	10.373357242748208	3.66871832688029	0.0
1.126813704817468	9.657244749002793	8.226825795903245	0.0
0.9569955396877913	10.024232195560641	0.9314582811854653	0.0
0.8577991544417118	9.518684007936836	-1.6288683827417065	1.0
0.9055886987347969	9.429062723037086	-0.1457496845988615	1.0
0.9639074236279768	10.701116699433094	0.4936742534183054	0.0
1.12741896599284	11.019182330184133	6.893722658834552	0.0
0.9209532025697176	10.321339107579563	-0.5574531006584937	1.0
1.0056780498402091	9.82078533184572	2.893352834808498	0.0
1.0160720729338546	9.720525412059937	3.39191590029583	0.0
0.8402658018111975	11.12452400016829	-3.7086886585152765	1.0
1.0473851057277261	10.424324661226661	3.938147313543821	0.0
1.067259579970415	9.431991681406966	5.76369038770955	0.0
